detalle_id,orden_id,producto_id,cantidad,precio_unitario
505,207,77,2,648.4
506,207,271,3,748.67
507,207,85,1,138.27
508,207,308,3,2771.2
509,208,427,3,2067.11
510,208,154,2,1019.16
511,208,432,1,365.61
512,209,235,1,1545.95
513,210,488,3,3384.94
514,210,290,3,4327.32
515,210,95,2,1460.11
516,211,46,3,3382.11
517,211,39,1,4327.51
518,211,215,2,2525.64
519,212,369,3,252.44
520,213,440,2,558.74
521,213,57,2,2811.97
522,213,88,2,1630.24
523,213,410,1,1608.92
524,214,286,1,2970.23
525,215,431,1,3595.57
526,215,9,3,579.93
527,216,234,1,1339.53
528,217,473,1,1103.54
529,217,216,3,469.58
530,218,144,2,3686.77
531,218,138,3,451.38
532,218,112,2,4364.46
533,219,329,2,4276.4
534,219,130,3,2935.63
535,220,461,1,821.67
536,220,4,3,1818.67
537,220,42,3,3559.52
538,220,92,2,3644.34
539,221,153,3,934.32
540,221,84,2,2530.84
541,222,209,1,1652.04
542,222,306,3,1851.66
543,223,481,1,3003.63
544,224,235,1,1545.95
545,224,187,1,365.39
546,225,283,2,3610.47
547,225,466,3,2977.77
548,226,208,3,3457.4
549,226,422,1,2133.83
550,226,418,1,3162.18
551,226,475,3,4403.14
552,227,333,1,278.33
553,227,390,2,1703.55
554,227,230,1,2563.86
555,227,1,2,738.76
556,228,69,3,868.42
557,228,433,2,1833.63
558,228,392,1,1715.26
559,229,182,2,844.94
560,229,114,2,2879.54
561,229,358,3,2403.81
562,230,359,3,3114.51
563,231,405,2,4020.0
564,231,189,3,2132.86
565,231,399,1,212.66
566,231,483,1,2778.02
567,232,424,3,1081.04
568,232,360,3,1327.98
569,232,140,1,4490.94
570,232,431,1,3595.57
571,233,448,2,2414.09
572,233,368,2,3608.06
573,233,292,1,1268.39
574,234,142,2,299.37
575,234,481,2,3003.63
576,234,365,1,1085.61
577,235,492,1,2207.18
578,235,66,2,1498.19
579,236,196,2,893.1
580,237,310,3,3551.79
581,237,398,2,3061.39
582,237,320,2,4223.4
583,237,497,3,2037.61
584,238,67,2,882.83
585,239,291,3,4205.27
586,239,419,1,1528.88
587,239,249,1,3844.8
588,240,488,2,3384.94
589,241,310,2,3551.79
590,241,269,1,145.62
591,242,493,3,3838.93
592,242,211,3,2701.14
593,243,6,2,2537.97
594,243,197,2,2586.62
595,244,495,2,113.2
596,245,91,2,4306.85
597,245,97,3,3525.33
598,245,457,3,538.16
599,245,177,3,4353.88
600,246,302,3,3353.53
601,246,469,3,2739.71
602,247,111,3,4210.12
603,247,165,3,3312.69
604,248,443,3,533.91
605,248,498,2,3532.25
606,248,205,3,3809.6
607,248,285,2,1963.79
608,249,313,2,224.67
609,249,96,1,2743.96
610,249,191,2,3708.02
611,249,470,1,2072.05
612,250,131,1,1887.42
613,250,269,1,145.62
614,251,459,1,2832.2
615,251,312,1,2358.23
616,251,417,2,4016.18
617,252,309,3,2435.91
618,252,271,1,748.67
619,253,80,1,262.31
620,254,6,1,2537.97
621,254,16,2,1220.76
622,254,3,2,1677.12
623,254,460,1,1747.96
624,255,477,3,406.28
625,255,205,3,3809.6
626,255,76,3,3635.22
627,255,431,1,3595.57
628,256,380,1,4178.67
629,256,334,1,3470.41
630,256,339,2,1108.56
631,257,112,2,4364.46
632,258,9,1,579.93
633,259,165,3,3312.69
634,259,78,2,2350.68
635,259,462,1,1761.45
636,259,326,1,455.8
637,260,330,2,245.38
638,260,168,2,2465.17
639,260,427,1,2067.11
640,260,344,3,1603.14
641,261,152,1,593.53
642,261,466,2,2977.77
643,262,29,1,4140.34
644,262,266,1,493.24
645,263,426,3,3163.29
646,263,119,2,3678.44
647,263,16,2,1220.76
648,264,312,3,2358.23
649,264,483,2,2778.02
650,264,410,3,1608.92
651,264,53,3,1634.32
652,265,65,3,3049.76
653,265,469,1,2739.71
654,265,481,3,3003.63
655,265,292,2,1268.39
656,266,274,1,3960.11
657,266,68,2,2147.49
658,266,451,3,1405.25
659,266,3,2,1677.12
660,267,322,1,846.01
661,267,479,2,2118.97
662,268,210,2,50.87
663,268,52,3,952.31
664,268,480,2,443.59
665,268,270,2,1406.93
666,269,388,3,3188.43
667,269,392,3,1715.26
668,270,435,2,1757.98
669,270,434,1,1134.43
670,270,4,2,1818.67
671,271,132,2,657.98
672,271,62,1,1595.44
673,271,364,1,2241.64
674,271,84,3,2530.84
675,272,247,3,2823.16
676,272,339,2,1108.56
677,273,50,2,2270.55
678,273,7,2,2620.55
679,273,27,1,3030.0
680,273,255,3,2378.53
681,274,38,2,2556.1
682,274,255,1,2378.53
683,275,215,3,2525.64
684,275,45,3,1154.75
685,276,495,1,113.2
686,276,24,3,804.2
687,277,427,3,2067.11
688,277,319,3,3265.78
689,277,382,3,2520.54
690,278,303,1,344.31
691,279,100,1,3288.59
692,279,108,2,612.53
693,279,236,3,269.43
694,279,21,1,3835.03
695,280,437,2,2574.09
696,280,159,2,3480.05
697,280,141,3,1519.61
698,281,400,2,565.47
699,282,221,3,819.42
700,282,14,2,3629.44
701,282,228,1,2870.8
702,282,384,1,344.65
703,283,34,1,2302.76
704,283,473,3,1103.54
705,283,496,2,4100.09
706,284,165,3,3312.69
707,284,40,1,4039.53
708,284,399,2,212.66
709,284,388,3,3188.43
710,285,471,3,1761.98
711,286,46,1,3382.11
712,286,248,3,938.6
713,286,356,1,2384.68
714,287,41,2,567.39
715,287,138,1,451.38
716,287,181,2,2982.07
717,288,310,1,3551.79
718,289,261,2,4256.04
719,289,1,3,738.76
720,289,177,3,4353.88
721,290,374,3,3273.57
722,291,165,2,3312.69
723,292,139,3,1571.51
724,292,368,2,3608.06
725,292,410,3,1608.92
726,293,128,1,1116.05
727,293,309,2,2435.91
728,293,342,1,1287.6
729,294,421,2,2576.66
730,294,243,1,448.7
731,294,2,3,1212.8
732,294,26,1,4485.84
733,295,368,2,3608.06
734,296,458,3,1096.82
735,296,160,2,456.74
736,296,61,1,2178.52
737,297,310,3,3551.79
738,297,473,3,1103.54
739,298,92,3,3644.34
740,298,42,1,3559.52
741,299,302,2,3353.53
742,299,196,1,893.1
743,300,123,3,2706.67
744,301,469,3,2739.71
745,301,421,2,2576.66
746,301,279,3,3105.03
747,302,322,3,846.01
748,302,498,1,3532.25
749,302,356,3,2384.68
750,303,274,2,3960.11
751,303,277,2,660.81
752,303,7,1,2620.55
753,303,78,3,2350.68
754,304,47,2,4194.71
755,304,498,2,3532.25
756,304,462,3,1761.45
757,305,364,1,2241.64
758,305,308,3,2771.2
759,305,106,1,4195.57
760,305,444,2,1506.97
761,306,68,1,2147.49
762,306,103,3,2490.53
763,306,29,2,4140.34
764,306,478,2,4426.93
765,307,436,3,2679.82
766,307,11,1,1832.5
767,307,258,2,4081.88
768,308,22,3,1322.73
769,308,259,3,807.92
770,308,369,2,252.44
771,308,495,1,113.2
772,309,22,3,1322.73
773,309,348,1,1315.49
774,310,277,3,660.81
775,311,444,1,1506.97
776,311,114,1,2879.54
777,311,41,3,567.39
778,312,416,2,1947.77
779,312,200,1,2091.31
780,313,172,3,2413.56
781,314,284,1,3113.97
782,314,174,2,2301.51
783,314,288,1,576.82
784,315,124,1,1712.72
785,315,96,3,2743.96
786,315,337,3,2090.96
787,315,62,2,1595.44
788,316,152,2,593.53
789,317,76,2,3635.22
790,317,10,1,4274.14
791,318,348,2,1315.49
792,318,4,2,1818.67
793,318,244,3,1675.44
794,318,245,2,2692.75
795,319,246,1,803.19
796,319,372,3,1386.26
797,319,358,3,2403.81
798,320,471,1,1761.98
799,320,328,1,3284.59
800,321,385,3,1559.23
801,321,33,1,2608.33
802,321,149,3,2154.07
803,321,200,3,2091.31
804,322,374,2,3273.57
805,322,125,2,1995.12
806,322,296,2,166.08
807,323,209,1,1652.04
808,323,68,2,2147.49
809,323,447,3,3419.0
810,323,93,3,2774.78
811,324,473,1,1103.54
812,324,2,1,1212.8
813,324,187,3,365.39
814,324,119,2,3678.44
815,325,379,3,4036.88
816,326,9,2,579.93
817,326,67,3,882.83
818,326,192,2,3715.21
819,327,111,2,4210.12
820,328,25,1,2964.84
821,328,170,2,2134.36
822,328,476,1,1690.17
823,328,417,1,4016.18
824,329,203,1,4493.03
825,329,123,2,2706.67
826,329,223,1,2698.78
827,329,425,1,1198.33
828,330,332,3,771.45
829,331,137,3,3232.62
830,331,429,3,1306.05
831,331,5,1,3537.86
832,331,320,1,4223.4
833,332,301,3,4168.19
834,332,23,1,2321.94
835,333,31,3,1596.26
836,333,413,1,4020.48
837,334,74,2,1973.37
838,335,12,2,2782.41
839,335,312,2,2358.23
840,336,353,2,3425.07
841,336,103,2,2490.53
842,337,357,1,308.92
843,337,306,3,1851.66
844,337,188,3,2968.08
845,337,119,1,3678.44
846,338,22,3,1322.73
847,338,26,2,4485.84
848,338,320,1,4223.4
849,338,367,1,3595.46
850,339,179,2,735.89
851,339,470,2,2072.05
852,339,418,3,3162.18
853,339,486,2,1923.52
854,340,416,3,1947.77
855,340,140,1,4490.94
856,340,323,1,4036.29
857,341,147,3,4475.68
858,341,383,2,3100.45
859,341,286,3,2970.23
860,342,474,3,4173.21
861,342,169,1,880.49
862,342,116,1,2193.35
863,343,323,3,4036.29
864,344,368,3,3608.06
865,345,179,1,735.89
866,345,323,2,4036.29
867,345,180,2,2902.02
868,345,272,2,1631.43
869,346,208,3,3457.4
870,346,81,3,317.16
871,346,444,2,1506.97
872,346,86,1,4335.87
873,347,253,3,2052.77
874,348,27,2,3030.0
875,348,162,1,3170.91
876,348,359,1,3114.51
877,348,209,2,1652.04
878,349,416,2,1947.77
879,350,159,2,3480.05
880,350,278,1,4324.7
881,351,6,3,2537.97
882,351,152,1,593.53
883,351,230,2,2563.86
884,351,443,2,533.91
885,352,68,1,2147.49
886,353,410,3,1608.92
887,353,33,2,2608.33
888,353,188,1,2968.08
889,354,192,1,3715.21
890,355,35,2,1359.42
891,356,348,3,1315.49
892,356,372,1,1386.26
893,357,255,2,2378.53
894,357,415,1,274.53
895,357,49,2,4264.68
896,357,162,3,3170.91
897,358,293,1,635.38
898,358,32,2,2748.32
899,358,192,2,3715.21
900,358,67,1,882.83
901,359,126,2,3330.17
902,359,303,2,344.31
903,360,291,2,4205.27
904,360,136,2,4376.88
905,360,29,3,4140.34
906,360,364,3,2241.64
907,361,110,2,3895.87
908,361,50,3,2270.55
909,361,349,2,2697.61
910,362,164,3,3559.1
911,363,64,1,2097.31
912,363,294,3,2795.41
913,363,478,3,4426.93
914,363,377,3,3597.78
915,364,223,2,2698.78
916,364,494,3,2790.3
917,364,381,2,1382.08
918,364,480,3,443.59
919,365,220,2,3317.48
920,365,170,1,2134.36
921,366,100,2,3288.59
922,366,452,3,3244.17
923,367,136,2,4376.88
924,367,322,2,846.01
925,367,344,3,1603.14
926,367,287,1,1462.86
927,368,352,1,1486.56
928,368,240,1,922.64
929,368,26,3,4485.84
930,369,434,1,1134.43
931,369,243,3,448.7
932,369,411,2,4247.59
933,369,375,1,3752.59
934,370,413,3,4020.48
935,371,289,1,3285.5
936,372,14,2,3629.44
937,372,309,2,2435.91
938,373,124,1,1712.72
939,373,112,3,4364.46
940,373,98,3,2661.79
941,373,436,3,2679.82
942,374,109,1,177.14
943,374,403,3,2366.57
944,374,350,2,4350.01
945,374,69,2,868.42
946,375,21,3,3835.03
947,375,96,1,2743.96
948,375,445,2,452.87
949,376,391,2,1011.82
950,376,84,2,2530.84
951,377,317,1,4139.7
952,377,441,2,2520.14
953,377,304,1,3908.72
954,377,335,2,854.1
955,378,471,3,1761.98
956,378,122,1,1383.27
957,378,319,1,3265.78
958,378,478,3,4426.93
959,379,334,1,3470.41
960,379,73,1,3257.63
961,379,24,3,804.2
962,380,12,1,2782.41
963,380,295,2,1077.56
964,381,34,2,2302.76
965,382,117,1,2016.28
966,382,390,3,1703.55
967,383,151,2,237.73
968,383,71,2,1294.35
969,383,109,3,177.14
970,384,310,3,3551.79
971,385,456,1,53.75
972,385,312,3,2358.23
973,386,170,1,2134.36
974,386,420,2,3651.38
975,386,165,2,3312.69
976,386,442,3,1420.76
977,387,65,1,3049.76
978,387,460,2,1747.96
979,387,200,2,2091.31
980,388,292,1,1268.39
981,388,354,1,1353.11
982,388,312,3,2358.23
983,388,319,1,3265.78
984,389,16,1,1220.76
985,390,404,3,150.04
986,390,146,1,3481.95
987,390,126,1,3330.17
988,390,110,2,3895.87
989,391,468,2,3877.68
990,391,66,2,1498.19
991,392,240,1,922.64
992,392,112,2,4364.46
993,392,105,3,1217.91
994,392,481,3,3003.63
995,393,489,2,1208.97
996,394,476,1,1690.17
997,394,153,2,934.32
998,394,374,1,3273.57
999,394,245,1,2692.75
1000,395,27,1,3030.0
1001,395,122,2,1383.27
1002,395,194,3,4253.49
1003,396,87,2,2941.9
1004,396,320,1,4223.4
1005,396,258,3,4081.88
1006,397,44,1,2348.44
1007,397,373,3,556.57
1008,397,422,2,2133.83
1009,398,373,2,556.57
1010,398,28,2,2353.96
1011,398,68,1,2147.49
1012,399,243,3,448.7
1013,399,401,1,3107.38
1014,399,389,2,1258.16
1015,399,188,2,2968.08
1016,400,71,1,1294.35
1017,400,191,2,3708.02
1018,400,292,1,1268.39
1019,400,475,1,4403.14
1020,401,126,3,3330.17
1021,402,98,2,2661.79
1022,402,413,3,4020.48
1023,402,261,2,4256.04
1024,402,340,2,2069.14
1025,403,374,2,3273.57
1026,403,37,2,1163.13
1027,403,145,2,4386.96
1028,403,294,3,2795.41
1029,404,331,3,2566.44
1030,404,301,1,4168.19
1031,404,107,3,1150.91
1032,404,54,3,4144.84
1033,405,384,3,344.65
1034,405,295,2,1077.56
1035,405,430,3,616.9
1036,405,278,1,4324.7
1037,406,307,3,3718.26
1038,406,468,2,3877.68
1039,406,362,1,1624.65
1040,407,417,2,4016.18
1041,407,161,3,317.23
1042,407,8,3,3324.23
1043,408,74,2,1973.37
1044,408,422,2,2133.83
1045,409,111,3,4210.12
1046,409,66,1,1498.19
1047,409,68,3,2147.49
1048,410,458,1,1096.82
1049,410,196,1,893.1
1050,410,52,1,952.31
1051,411,339,1,1108.56
1052,412,316,2,2102.99
1053,412,148,1,3480.93
1054,412,288,2,576.82
1055,413,3,3,1677.12
1056,414,94,3,402.05
1057,415,224,1,3647.12
1058,415,380,1,4178.67
1059,415,358,1,2403.81
1060,415,471,3,1761.98
1061,416,481,1,3003.63
1062,416,255,3,2378.53
1063,416,154,1,1019.16
1064,417,204,3,4066.06
1065,417,367,3,3595.46
1066,417,237,3,1823.45
1067,418,33,3,2608.33
1068,418,434,3,1134.43
1069,418,263,1,1652.98
1070,418,397,1,687.66
1071,419,231,3,1032.55
1072,419,270,3,1406.93
1073,420,30,2,3742.45
1074,420,169,1,880.49
1075,420,337,2,2090.96
1076,420,280,3,729.73
1077,421,197,3,2586.62
1078,422,375,1,3752.59
1079,423,295,2,1077.56
1080,423,329,2,4276.4
1081,423,190,2,2533.19
