pago_id,orden_id,fecha_pago,monto_pago,metodo_pago,estado_pago
89,139,2025-11-27 13:31:00,18358.58,TRANSFERENCIA,APROBADO
90,142,2025-07-26 11:28:28,11060.31,TARJETA,APROBADO
91,144,2025-05-28 15:25:32,3649.59,PLIN,APROBADO
92,145,2025-10-15 22:58:20,18339.12,PLIN,APROBADO
93,147,2025-11-21 23:00:23,11634.48,PLIN,APROBADO
94,149,2025-03-14 00:53:47,10612.97,PLIN,APROBADO
95,150,2025-06-20 00:49:23,24961.93,TRANSFERENCIA,APROBADO
96,151,2025-11-08 08:35:23,237.73,TRANSFERENCIA,APROBADO
97,152,2025-03-11 11:26:53,12044.98,TRANSFERENCIA,APROBADO
98,154,2025-12-29 18:30:16,28442.95,TRANSFERENCIA,APROBADO
99,155,2025-10-09 07:06:48,12680.05,YAPE,APROBADO
100,156,2025-09-10 02:40:44,6398.58,PLIN,APROBADO
101,158,2025-10-28 21:00:19,3003.63,YAPE,APROBADO
102,159,2025-08-26 12:55:58,15140.28,TRANSFERENCIA,APROBADO
103,160,2025-02-07 00:45:17,7613.91,TRANSFERENCIA,APROBADO
104,161,2025-11-18 20:02:25,23543.64,TARJETA,APROBADO
105,162,2025-12-03 07:55:36,20984.67,TARJETA,APROBADO
106,165,2025-02-11 09:56:46,8986.06,TRANSFERENCIA,APROBADO
107,166,2025-07-23 15:48:57,15671.29,TARJETA,APROBADO
108,167,2025-04-07 21:03:02,7597.61,YAPE,APROBADO
109,168,2025-01-04 10:04:17,6437.04,TARJETA,APROBADO
110,169,2025-12-12 19:18:14,2689.32,YAPE,APROBADO
111,172,2025-04-11 13:33:41,10511.33,PLIN,APROBADO
112,174,2025-02-16 00:22:35,20106.01,PLIN,APROBADO
113,176,2025-05-05 00:46:04,812.58,TRANSFERENCIA,APROBADO
114,177,2025-12-01 02:26:25,26352.1,PLIN,APROBADO
115,178,2025-06-12 15:58:52,3304.08,TARJETA,APROBADO
116,179,2025-01-10 12:03:34,3360.86,TRANSFERENCIA,APROBADO
117,181,2025-02-02 03:25:14,16261.41,PLIN,APROBADO
118,182,2025-04-07 22:51:10,9054.39,TRANSFERENCIA,APROBADO
119,183,2025-03-20 12:02:09,6328.12,PLIN,APROBADO
120,184,2025-11-01 03:52:00,5841.37,YAPE,APROBADO
121,186,2025-11-11 23:15:28,10886.07,YAPE,APROBADO
122,187,2025-03-02 13:49:21,11750.94,TARJETA,APROBADO
123,192,2025-06-23 05:22:16,25689.19,TARJETA,APROBADO
124,193,2025-04-26 18:27:56,4265.72,YAPE,APROBADO
125,194,2025-09-20 01:15:34,17122.41,YAPE,APROBADO
126,195,2025-08-31 10:50:21,14073.05,PLIN,APROBADO
127,198,2025-11-23 00:19:47,10151.73,YAPE,APROBADO
128,199,2025-06-16 13:41:47,19747.96,YAPE,APROBADO
129,200,2025-05-26 02:58:50,3268.64,YAPE,APROBADO
130,201,2025-09-09 15:07:10,24767.28,TRANSFERENCIA,APROBADO
131,203,2025-05-16 20:48:50,5433.77,TARJETA,APROBADO
132,204,2025-09-30 10:12:36,13737.52,TRANSFERENCIA,APROBADO
133,206,2025-03-25 21:10:20,2609.88,TRANSFERENCIA,APROBADO
134,207,2025-03-26 15:58:17,11994.68,PLIN,APROBADO
135,209,2025-08-14 23:26:13,1545.95,YAPE,APROBADO
136,210,2025-08-02 13:21:10,26057.0,YAPE,APROBADO
137,211,2025-10-15 19:23:34,19525.12,YAPE,APROBADO
138,213,2025-03-24 10:56:38,11610.82,PLIN,APROBADO
139,215,2025-04-03 01:47:19,5335.36,TARJETA,APROBADO
140,217,2025-01-15 16:35:32,2512.28,TRANSFERENCIA,APROBADO
141,219,2025-04-20 02:59:44,17359.69,YAPE,APROBADO
142,220,2025-06-06 15:09:10,24244.92,TARJETA,APROBADO
143,221,2025-01-19 23:00:41,7864.64,TARJETA,APROBADO
144,224,2025-01-24 17:30:10,1911.34,TARJETA,APROBADO
145,225,2025-05-15 12:26:49,16154.25,PLIN,APROBADO
146,226,2025-02-13 09:23:08,28877.63,YAPE,APROBADO
147,229,2025-08-10 23:50:07,14660.39,YAPE,APROBADO
148,230,2025-05-26 11:39:15,9343.53,TRANSFERENCIA,APROBADO
149,231,2025-02-02 13:32:23,17429.26,TARJETA,APROBADO
150,232,2025-03-30 21:45:59,15313.57,YAPE,APROBADO
151,233,2025-04-24 23:02:39,13312.69,TARJETA,APROBADO
152,237,2025-09-12 21:45:19,31337.78,TRANSFERENCIA,APROBADO
153,238,2025-06-16 08:47:27,1765.66,TRANSFERENCIA,APROBADO
154,239,2025-10-17 21:03:37,17989.49,TRANSFERENCIA,APROBADO
155,242,2025-06-23 18:21:39,19620.21,PLIN,APROBADO
156,243,2025-11-18 02:26:56,10249.18,YAPE,APROBADO
157,244,2025-11-25 15:41:33,226.4,TARJETA,APROBADO
158,245,2025-06-18 09:49:02,33865.81,TARJETA,APROBADO
159,246,2025-04-21 15:32:31,18279.72,TARJETA,APROBADO
160,248,2025-02-11 19:18:07,24022.61,TRANSFERENCIA,APROBADO
161,250,2025-05-06 20:36:43,2033.04,YAPE,APROBADO
162,251,2025-11-06 08:56:49,13222.79,TARJETA,APROBADO
163,253,2025-05-04 02:33:56,262.31,TARJETA,APROBADO
164,254,2025-09-07 11:43:26,10081.69,TARJETA,APROBADO
165,255,2025-01-30 19:06:27,27148.87,TARJETA,APROBADO
166,257,2025-10-05 13:36:22,8728.92,TARJETA,APROBADO
167,258,2025-10-05 15:43:23,579.93,TARJETA,APROBADO
168,259,2025-04-23 00:21:48,16856.68,PLIN,APROBADO
169,260,2025-09-14 21:26:02,12297.63,TRANSFERENCIA,APROBADO
170,262,2025-08-22 17:51:07,4633.58,TARJETA,APROBADO
171,263,2025-07-28 23:32:10,19288.27,TARJETA,APROBADO
172,264,2025-02-05 22:22:43,22360.45,PLIN,APROBADO
173,266,2025-08-06 04:20:31,15825.08,YAPE,APROBADO
174,268,2025-10-01 08:47:20,6659.71,TARJETA,APROBADO
175,269,2025-11-10 08:35:03,14711.07,PLIN,APROBADO
176,270,2025-06-19 11:38:39,8287.73,PLIN,APROBADO
177,271,2025-06-09 00:09:18,12745.56,TRANSFERENCIA,APROBADO
178,272,2025-11-02 21:46:18,10686.6,TRANSFERENCIA,APROBADO
179,274,2025-09-15 03:57:07,7490.73,TRANSFERENCIA,APROBADO
180,275,2025-11-16 06:01:44,11041.17,PLIN,APROBADO
181,276,2025-07-10 09:08:04,2525.8,TARJETA,APROBADO
182,280,2025-09-24 21:33:13,16667.11,TARJETA,APROBADO
183,282,2025-05-07 11:22:55,12932.59,YAPE,APROBADO
184,283,2025-09-03 07:41:11,13813.56,PLIN,APROBADO
185,287,2025-04-01 17:57:53,7550.3,YAPE,APROBADO
186,289,2025-01-15 09:23:50,23790.0,TRANSFERENCIA,APROBADO
187,290,2026-01-04 10:32:56,9820.71,YAPE,APROBADO
188,291,2025-10-30 21:29:12,6625.38,YAPE,APROBADO
189,292,2025-03-10 20:15:54,16757.41,TRANSFERENCIA,APROBADO
190,293,2025-06-25 00:17:58,7275.47,YAPE,APROBADO
191,294,2025-07-12 20:34:31,13726.26,YAPE,APROBADO
192,295,2025-06-21 16:58:51,7216.12,TARJETA,APROBADO
193,296,2025-02-22 12:58:01,6382.46,YAPE,APROBADO
194,297,2025-12-13 10:21:53,13965.99,PLIN,APROBADO
195,300,2025-12-24 20:08:38,8120.01,YAPE,APROBADO
196,301,2025-09-17 12:52:19,22687.54,YAPE,APROBADO
197,303,2025-06-03 07:58:40,18914.43,PLIN,APROBADO
198,304,2025-04-30 21:36:41,20738.27,PLIN,APROBADO
199,305,2025-02-18 08:37:46,17764.75,TARJETA,APROBADO
200,306,2025-10-01 04:09:27,26753.62,TRANSFERENCIA,APROBADO
201,308,2025-03-25 10:28:15,7010.03,TRANSFERENCIA,APROBADO
202,311,2025-09-10 17:42:19,6088.68,TRANSFERENCIA,APROBADO
203,313,2025-09-02 22:18:31,7240.68,PLIN,APROBADO
204,314,2025-12-30 14:20:38,8293.81,TRANSFERENCIA,APROBADO
205,315,2025-12-12 14:44:44,19408.36,TRANSFERENCIA,APROBADO
206,320,2025-04-13 05:06:34,5046.57,TRANSFERENCIA,APROBADO
207,321,2025-10-31 17:53:35,20022.16,PLIN,APROBADO
208,322,2025-11-30 20:23:32,10869.54,PLIN,APROBADO
209,324,2025-05-18 00:54:25,10769.39,YAPE,APROBADO
210,325,2025-12-02 12:43:35,12110.64,PLIN,APROBADO
211,326,2025-09-08 02:15:53,11238.77,YAPE,APROBADO
212,328,2025-12-11 00:05:44,12939.91,TARJETA,APROBADO
213,329,2025-01-31 22:27:41,13803.48,PLIN,APROBADO
214,330,2025-05-24 23:06:44,2314.35,TRANSFERENCIA,APROBADO
215,332,2025-01-15 19:43:59,14826.51,YAPE,APROBADO
216,333,2025-03-27 18:44:56,8809.26,TARJETA,APROBADO
217,335,2026-01-04 01:19:42,10281.28,YAPE,APROBADO
218,336,2025-02-04 22:36:10,11831.2,PLIN,APROBADO
219,337,2025-02-12 11:54:30,18446.58,PLIN,APROBADO
220,338,2025-12-03 16:51:01,20758.73,YAPE,APROBADO
221,339,2025-11-10 20:37:24,18949.46,PLIN,APROBADO
222,340,2025-12-18 07:23:45,14370.54,TRANSFERENCIA,APROBADO
223,342,2025-11-19 15:24:53,15593.47,PLIN,APROBADO
224,343,2025-10-17 18:55:37,12108.87,TARJETA,APROBADO
225,344,2025-07-07 02:10:43,10824.18,TARJETA,APROBADO
226,345,2025-06-24 20:07:05,17875.37,TRANSFERENCIA,APROBADO
227,347,2025-05-20 17:12:43,6158.31,TARJETA,APROBADO
228,348,2025-05-10 10:11:32,15649.5,PLIN,APROBADO
229,349,2025-03-12 02:45:48,3895.54,TRANSFERENCIA,APROBADO
230,350,2025-05-22 16:26:32,11284.8,TARJETA,APROBADO
231,351,2025-06-27 07:34:58,14402.98,YAPE,APROBADO
232,352,2025-08-13 03:33:13,2147.49,YAPE,APROBADO
233,355,2025-05-27 23:03:15,2718.84,YAPE,APROBADO
234,357,2025-05-16 00:47:43,23073.68,YAPE,APROBADO
235,358,2025-07-12 06:46:09,14445.27,PLIN,APROBADO
236,359,2025-09-13 00:40:11,7348.96,PLIN,APROBADO
237,360,2025-03-25 11:33:20,36310.24,PLIN,APROBADO
238,361,2025-02-01 02:48:46,19998.61,PLIN,APROBADO
239,362,2025-01-22 17:10:54,10677.3,TRANSFERENCIA,APROBADO
240,363,2025-09-26 13:38:51,34557.67,PLIN,APROBADO
241,364,2025-11-26 22:51:55,17863.39,PLIN,APROBADO
242,366,2025-02-04 09:39:40,16309.69,PLIN,APROBADO
243,369,2025-09-09 06:12:48,14728.3,TRANSFERENCIA,APROBADO
244,370,2025-07-17 20:47:58,12061.44,PLIN,APROBADO
245,372,2025-10-15 15:32:16,12130.7,PLIN,APROBADO
246,373,2025-11-27 07:25:00,30830.93,PLIN,APROBADO
247,375,2025-09-08 01:30:18,15154.79,TARJETA,APROBADO
248,376,2026-01-03 17:59:06,7085.32,PLIN,APROBADO
249,377,2025-11-20 05:34:46,14796.9,YAPE,APROBADO
250,378,2025-06-07 02:15:00,23215.78,TARJETA,APROBADO
251,380,2025-06-19 11:23:17,4937.53,PLIN,APROBADO
252,383,2025-04-02 06:54:11,3595.58,TRANSFERENCIA,APROBADO
253,385,2025-03-05 22:01:38,7128.44,YAPE,APROBADO
254,387,2025-03-31 19:22:25,10728.3,TARJETA,APROBADO
255,388,2025-05-08 12:56:59,12961.97,PLIN,APROBADO
256,389,2025-04-03 03:37:06,1220.76,YAPE,APROBADO
257,392,2025-06-26 00:57:33,22316.18,TRANSFERENCIA,APROBADO
258,393,2025-07-16 06:22:41,2417.94,TARJETA,APROBADO
259,394,2025-09-26 21:41:18,9525.13,TRANSFERENCIA,APROBADO
260,397,2025-01-29 10:10:57,8285.81,TARJETA,APROBADO
261,399,2025-11-22 01:22:02,12905.96,YAPE,APROBADO
262,400,2025-10-19 05:12:57,14381.92,YAPE,APROBADO
263,402,2025-03-18 23:28:00,30035.38,TARJETA,APROBADO
264,405,2025-12-17 16:23:39,9364.47,PLIN,APROBADO
265,408,2025-08-13 18:43:57,8214.4,YAPE,APROBADO
266,409,2025-12-22 08:19:52,20571.02,YAPE,APROBADO
267,410,2025-10-18 14:58:40,2942.23,TRANSFERENCIA,APROBADO
268,412,2025-06-25 05:46:10,8840.55,TRANSFERENCIA,APROBADO
269,413,2025-06-24 23:03:36,5031.36,PLIN,APROBADO
270,414,2025-06-25 04:58:19,1206.15,TRANSFERENCIA,APROBADO
271,415,2025-10-16 05:20:16,15515.54,TARJETA,APROBADO
272,417,2025-07-19 20:40:05,28454.91,YAPE,APROBADO
273,418,2025-08-05 03:43:14,13568.92,YAPE,APROBADO
274,419,2025-10-21 22:55:10,7318.44,PLIN,APROBADO
275,420,2025-09-25 01:56:07,14736.5,PLIN,APROBADO
276,422,2025-06-02 19:39:40,3752.59,PLIN,APROBADO
277,423,2025-12-28 21:00:00,15774.3,PLIN,APROBADO
278,424,2025-12-15 20:13:06,15303.59,YAPE,APROBADO
279,427,2025-04-20 01:05:37,6874.75,PLIN,APROBADO
280,429,2025-02-16 23:16:54,11887.03,TARJETA,APROBADO
281,430,2025-08-18 17:34:21,26662.62,YAPE,APROBADO
282,431,2025-04-25 08:48:45,21326.34,TRANSFERENCIA,APROBADO
283,433,2025-05-14 20:02:33,8540.64,YAPE,APROBADO
284,434,2025-06-08 11:55:21,1818.67,TARJETA,APROBADO
285,436,2025-06-25 18:11:04,2209.9,TRANSFERENCIA,APROBADO
286,439,2025-02-17 07:11:52,13998.56,TRANSFERENCIA,APROBADO
287,440,2025-01-13 00:16:39,11505.48,TRANSFERENCIA,APROBADO
288,442,2025-11-09 23:38:24,9916.64,YAPE,APROBADO
289,444,2025-10-07 06:39:50,20193.11,TARJETA,APROBADO
290,445,2025-05-29 03:44:31,9516.21,TRANSFERENCIA,APROBADO
291,446,2025-07-09 20:46:18,354.28,TARJETA,APROBADO
292,449,2025-06-10 23:42:11,17364.71,YAPE,APROBADO
293,450,2025-01-29 19:50:30,4251.7,YAPE,APROBADO
294,453,2025-01-04 08:07:47,28756.67,PLIN,APROBADO
295,454,2025-10-05 20:19:25,12029.94,TRANSFERENCIA,APROBADO
296,455,2025-09-09 03:40:13,5215.1,TRANSFERENCIA,APROBADO
297,456,2025-07-03 11:38:49,17278.35,YAPE,APROBADO
298,458,2025-09-03 21:35:57,2534.82,TARJETA,APROBADO
299,460,2026-01-02 21:42:12,922.64,TRANSFERENCIA,APROBADO
300,461,2025-06-13 05:10:04,18939.08,PLIN,APROBADO
301,463,2025-03-01 21:13:58,7551.43,YAPE,APROBADO
302,464,2025-08-17 03:00:18,16386.6,TARJETA,APROBADO
303,465,2025-08-23 19:36:54,9478.38,TARJETA,APROBADO
304,466,2025-09-09 05:36:32,7483.43,YAPE,APROBADO
305,468,2025-03-13 00:57:25,4101.62,YAPE,APROBADO
306,469,2025-12-06 03:04:02,13547.18,TARJETA,APROBADO
307,470,2025-08-28 13:26:41,2224.14,YAPE,APROBADO
308,471,2025-04-05 18:06:01,4012.28,PLIN,APROBADO
309,474,2025-12-15 18:47:04,3708.02,TARJETA,APROBADO
310,475,2025-02-15 14:35:52,2767.92,TRANSFERENCIA,APROBADO
311,478,2025-11-13 10:06:03,8853.86,YAPE,APROBADO
312,479,2025-06-23 16:07:28,10911.84,PLIN,APROBADO
313,480,2025-06-04 18:48:29,6212.5,PLIN,APROBADO
314,481,2025-11-17 06:14:13,13033.92,PLIN,APROBADO
315,483,2025-05-10 09:38:23,15254.88,TARJETA,APROBADO
316,484,2025-12-01 02:47:26,22973.83,PLIN,APROBADO
317,486,2025-09-22 22:32:20,19625.41,TARJETA,APROBADO
318,487,2025-07-24 05:56:58,731.22,TRANSFERENCIA,APROBADO
319,488,2025-10-23 08:28:58,9643.41,TARJETA,APROBADO
320,489,2025-10-12 20:33:25,6625.38,PLIN,APROBADO
321,490,2025-12-03 20:16:33,8910.69,TARJETA,APROBADO
322,491,2025-10-12 07:21:19,16088.02,TARJETA,APROBADO
323,492,2025-10-15 06:09:46,11453.24,PLIN,APROBADO
324,493,2025-09-26 14:11:05,17691.49,TRANSFERENCIA,APROBADO
325,496,2025-06-14 06:07:13,13478.81,YAPE,APROBADO
326,498,2025-11-12 23:00:18,2325.74,TRANSFERENCIA,APROBADO
327,499,2025-12-16 21:05:22,4545.96,PLIN,APROBADO
328,500,2025-09-12 05:26:03,786.93,TRANSFERENCIA,APROBADO
329,502,2025-06-23 22:54:26,19101.22,TRANSFERENCIA,APROBADO
330,503,2025-06-06 13:27:52,7829.64,YAPE,APROBADO
331,504,2025-06-13 09:43:48,11148.68,TARJETA,APROBADO
332,505,2025-09-22 05:31:47,13493.85,TRANSFERENCIA,APROBADO
333,507,2025-02-10 19:00:10,12511.6,TRANSFERENCIA,APROBADO
334,508,2025-02-18 14:34:24,10315.72,YAPE,APROBADO
335,510,2025-06-13 14:56:12,11956.04,TRANSFERENCIA,APROBADO
336,512,2025-06-09 22:44:58,5395.22,YAPE,APROBADO
337,513,2025-06-26 21:39:17,12666.91,PLIN,APROBADO
338,514,2026-01-04 09:16:35,22192.97,YAPE,APROBADO
339,515,2025-03-11 11:43:33,8877.76,TARJETA,APROBADO
340,516,2025-06-29 09:11:47,11209.34,PLIN,APROBADO
341,517,2025-04-06 08:43:38,4329.9,PLIN,APROBADO
342,518,2025-09-22 10:53:28,10411.23,PLIN,APROBADO
343,520,2025-05-11 03:47:01,4579.4,TRANSFERENCIA,APROBADO
344,521,2025-11-25 18:50:55,8183.65,PLIN,APROBADO
345,524,2025-09-07 21:48:41,18196.89,TARJETA,APROBADO
346,525,2025-03-28 10:47:18,17390.81,PLIN,APROBADO
347,526,2025-03-12 02:25:08,8643.72,TRANSFERENCIA,APROBADO
348,528,2025-12-17 22:41:29,13117.53,PLIN,APROBADO
349,529,2025-01-30 23:43:37,18474.24,YAPE,APROBADO
350,530,2025-05-02 07:20:04,7441.3,TARJETA,APROBADO
351,531,2025-10-19 01:42:02,27523.02,TARJETA,APROBADO
352,533,2025-11-16 21:47:51,10297.25,PLIN,APROBADO
353,534,2025-08-11 07:08:24,6403.08,PLIN,APROBADO
354,535,2025-07-10 08:59:45,11463.21,TRANSFERENCIA,APROBADO
355,536,2025-09-08 01:53:47,5778.33,YAPE,APROBADO
356,538,2025-06-05 19:39:11,5750.41,YAPE,APROBADO
357,539,2025-04-25 11:28:54,14645.12,PLIN,APROBADO
358,540,2025-06-26 15:32:54,29551.58,PLIN,APROBADO
359,543,2025-10-03 20:11:35,12064.06,PLIN,APROBADO
360,547,2025-04-13 18:32:07,14817.72,PLIN,APROBADO
361,550,2025-06-30 19:08:20,11291.92,PLIN,APROBADO
362,551,2025-03-02 18:47:48,16352.35,TARJETA,APROBADO
363,553,2025-05-16 16:26:29,16476.78,TARJETA,APROBADO
364,555,2025-07-21 22:15:42,10431.92,YAPE,APROBADO
365,556,2025-02-16 15:50:28,868.42,YAPE,APROBADO
366,558,2025-10-12 05:34:27,2556.1,YAPE,APROBADO
367,561,2025-10-14 02:59:46,14017.24,TARJETA,APROBADO
368,562,2025-02-04 18:11:20,3039.22,PLIN,APROBADO
369,563,2025-01-21 00:44:30,2102.99,TARJETA,APROBADO
370,565,2025-10-24 20:02:24,19769.4,YAPE,APROBADO
371,567,2025-06-09 02:33:28,27536.83,TARJETA,APROBADO
372,568,2025-01-08 06:22:20,10178.85,YAPE,APROBADO
373,570,2025-09-06 01:03:31,3629.44,TARJETA,APROBADO
374,572,2025-05-02 18:34:50,9820.71,PLIN,APROBADO
375,573,2025-04-07 08:44:52,7213.76,YAPE,APROBADO
376,575,2025-09-03 01:50:41,7068.34,TARJETA,APROBADO
377,576,2025-08-18 18:16:06,3454.58,YAPE,APROBADO
378,578,2025-11-21 03:25:36,11499.0,TARJETA,APROBADO
379,580,2025-11-29 10:40:23,16045.93,YAPE,APROBADO
380,582,2025-09-29 16:04:07,27065.91,YAPE,APROBADO
381,583,2025-06-19 21:44:48,17960.66,YAPE,APROBADO
382,588,2025-07-16 10:51:36,20192.83,TARJETA,APROBADO
383,592,2025-08-28 15:37:08,14163.72,YAPE,APROBADO
384,593,2025-12-10 12:31:35,12790.98,PLIN,APROBADO
385,596,2025-10-16 17:04:33,4380.33,TARJETA,APROBADO
386,597,2025-11-23 02:56:57,16899.64,TRANSFERENCIA,APROBADO
387,598,2025-05-18 17:30:25,12949.34,TRANSFERENCIA,APROBADO
388,599,2025-04-24 06:54:27,4541.1,TRANSFERENCIA,APROBADO
389,600,2025-09-02 06:12:20,9501.32,TRANSFERENCIA,APROBADO
390,601,2025-11-22 03:21:01,3268.64,TARJETA,APROBADO
391,605,2025-06-22 17:51:12,7834.53,TRANSFERENCIA,APROBADO
392,606,2025-10-02 08:51:55,436.02,YAPE,APROBADO
393,608,2025-09-01 23:49:57,9637.7,YAPE,APROBADO
394,609,2025-06-13 14:29:07,12794.04,YAPE,APROBADO
395,611,2025-08-15 07:37:57,1258.16,TRANSFERENCIA,APROBADO
396,614,2025-11-28 17:47:50,8663.57,TRANSFERENCIA,APROBADO
397,615,2025-01-04 17:32:37,14293.64,TRANSFERENCIA,APROBADO
398,616,2025-11-29 16:40:07,16643.89,PLIN,APROBADO
399,617,2025-03-07 23:08:52,12165.82,TARJETA,APROBADO
400,618,2025-01-14 10:12:44,11110.3,TARJETA,APROBADO
401,619,2025-03-06 10:30:47,7765.68,TARJETA,APROBADO
402,620,2025-12-07 09:15:45,14623.5,TRANSFERENCIA,APROBADO
403,622,2025-11-13 17:07:58,15267.42,TRANSFERENCIA,APROBADO
