orden_id,cliente_id,fecha_orden,estado_orden
245,1674,2025-09-17 14:30:14,COMPLETADA
246,186,2025-09-18 22:57:04,COMPLETADA
247,4436,2025-04-26 08:34:20,CANCELADA
248,3883,2025-10-26 09:20:15,COMPLETADA
249,3637,2025-07-17 18:33:09,PENDIENTE
250,176,2025-01-05 00:59:50,COMPLETADA
251,516,2025-07-06 18:34:03,COMPLETADA
252,1904,2025-08-28 20:43:26,PENDIENTE
253,4257,2025-03-22 21:11:23,COMPLETADA
254,3373,2025-04-28 17:29:10,COMPLETADA
255,2674,2025-08-20 21:50:42,COMPLETADA
256,4344,2025-05-03 23:04:20,PENDIENTE
257,3648,2025-02-26 05:06:27,COMPLETADA
258,4647,2025-02-02 12:34:29,COMPLETADA
259,2511,2025-02-12 23:53:12,COMPLETADA
260,2130,2025-06-26 14:58:05,COMPLETADA
261,3047,2025-02-17 18:52:37,CANCELADA
262,388,2025-05-10 15:24:16,COMPLETADA
263,2330,2025-03-18 23:55:42,COMPLETADA
264,1363,2025-10-05 12:00:16,COMPLETADA
265,1318,2025-12-03 05:30:53,PENDIENTE
266,2337,2025-11-01 11:44:44,COMPLETADA
267,1437,2025-09-28 14:59:11,PENDIENTE
268,1258,2025-10-22 04:04:58,COMPLETADA
269,958,2025-10-28 17:34:29,COMPLETADA
270,2594,2025-08-31 00:32:55,COMPLETADA
271,3612,2025-10-31 10:43:14,COMPLETADA
272,1512,2025-10-01 08:24:36,COMPLETADA
273,285,2025-01-18 01:02:14,PENDIENTE
274,2817,2025-07-21 13:30:38,COMPLETADA
275,3674,2025-02-17 06:52:58,COMPLETADA
276,1332,2025-10-24 07:51:38,COMPLETADA
277,996,2025-04-21 20:34:32,CANCELADA
278,3315,2025-07-16 13:00:23,CANCELADA
279,1191,2025-12-29 00:22:28,CANCELADA
280,2624,2025-11-11 04:17:32,COMPLETADA
281,4475,2025-11-10 14:50:46,CANCELADA
282,2714,2025-10-19 07:33:57,COMPLETADA
283,2422,2025-10-06 07:30:46,COMPLETADA
284,2375,2025-12-20 01:12:35,CANCELADA
285,4700,2025-03-12 18:13:18,PENDIENTE
286,4631,2025-05-18 07:46:03,PENDIENTE
287,3622,2025-06-05 13:27:27,COMPLETADA
288,921,2025-01-29 21:32:16,PENDIENTE
289,329,2025-10-10 21:57:11,COMPLETADA
290,4514,2025-12-14 10:25:21,COMPLETADA
291,204,2025-09-07 17:57:16,COMPLETADA
292,1806,2025-03-15 10:15:59,COMPLETADA
293,758,2025-01-16 22:55:55,COMPLETADA
294,4982,2025-03-17 07:03:00,COMPLETADA
295,4780,2025-01-15 21:56:23,COMPLETADA
296,2277,2025-12-24 03:51:33,COMPLETADA
297,685,2025-06-19 22:51:55,COMPLETADA
298,3650,2025-06-06 08:18:57,PENDIENTE
299,716,2025-03-26 16:05:53,CANCELADA
300,3232,2025-03-20 21:24:28,COMPLETADA
301,2604,2025-12-30 23:11:02,COMPLETADA
302,4191,2025-04-04 15:30:26,CANCELADA
303,2958,2025-10-22 06:20:03,COMPLETADA
304,3504,2025-10-10 03:05:23,COMPLETADA
305,3055,2025-05-12 21:41:16,COMPLETADA
306,2826,2025-11-29 08:56:41,COMPLETADA
307,3651,2025-02-08 22:38:46,CANCELADA
308,718,2025-06-01 18:36:00,COMPLETADA
309,3640,2025-11-28 17:37:29,PENDIENTE
310,3405,2026-01-03 18:48:33,PENDIENTE
311,2365,2025-01-04 12:18:31,COMPLETADA
312,3473,2025-08-17 02:00:36,PENDIENTE
313,3394,2025-03-04 11:35:05,COMPLETADA
314,4811,2025-09-30 01:48:31,COMPLETADA
315,1177,2025-12-09 00:13:21,COMPLETADA
316,3889,2025-03-12 22:23:55,CANCELADA
317,4304,2025-01-15 18:21:03,CANCELADA
318,542,2025-11-06 10:36:01,CANCELADA
319,4839,2025-06-08 15:47:36,PENDIENTE
320,725,2025-12-13 06:38:48,COMPLETADA
321,2240,2025-01-30 03:10:11,COMPLETADA
322,4554,2025-11-16 23:48:25,COMPLETADA
323,4653,2025-06-14 11:23:41,PENDIENTE
324,1122,2025-08-12 14:25:40,COMPLETADA
325,3128,2025-02-04 13:36:30,COMPLETADA
326,4019,2025-08-18 19:02:52,COMPLETADA
327,2474,2025-12-08 04:20:39,PENDIENTE
328,2490,2025-08-24 07:34:59,COMPLETADA
329,3797,2025-12-03 17:54:01,COMPLETADA
330,21,2025-03-04 16:44:14,COMPLETADA
331,2459,2025-01-21 08:29:47,CANCELADA
332,3872,2025-06-11 15:08:27,COMPLETADA
333,2357,2025-11-20 07:10:35,COMPLETADA
334,4030,2025-10-29 08:43:11,CANCELADA
335,2005,2025-09-27 10:24:21,COMPLETADA
336,2271,2025-01-07 22:04:56,COMPLETADA
337,547,2025-01-24 09:25:47,COMPLETADA
338,2964,2025-05-23 19:01:36,COMPLETADA
339,4634,2025-09-08 06:05:02,COMPLETADA
340,2113,2025-03-03 19:12:37,COMPLETADA
341,3900,2025-06-10 16:48:33,CANCELADA
342,980,2025-05-25 01:27:58,COMPLETADA
343,4713,2025-09-15 16:32:21,COMPLETADA
344,2127,2025-05-22 08:12:46,COMPLETADA
345,480,2025-10-09 12:00:52,COMPLETADA
346,3777,2025-05-29 05:38:20,CANCELADA
347,1110,2025-12-20 07:06:46,COMPLETADA
348,434,2025-03-10 23:42:44,COMPLETADA
349,3437,2025-01-07 03:54:53,COMPLETADA
350,2917,2025-02-19 14:18:04,COMPLETADA
351,2390,2025-03-11 10:39:49,COMPLETADA
352,630,2025-03-17 08:05:31,COMPLETADA
353,1502,2025-02-28 08:57:21,PENDIENTE
354,4906,2025-08-15 06:55:36,PENDIENTE
355,4455,2025-01-24 09:50:12,COMPLETADA
356,2591,2025-05-28 20:10:00,PENDIENTE
357,2467,2025-02-16 05:18:55,COMPLETADA
358,2970,2025-04-21 21:28:20,COMPLETADA
359,4752,2025-03-21 02:14:31,COMPLETADA
360,1178,2025-10-08 22:40:20,COMPLETADA
361,4245,2025-09-23 23:58:53,COMPLETADA
362,3973,2025-08-21 15:11:07,COMPLETADA
363,1336,2025-03-27 05:32:52,COMPLETADA
364,1267,2025-04-29 02:06:18,COMPLETADA
365,1544,2025-02-06 01:38:19,PENDIENTE
366,4577,2025-03-27 19:27:15,COMPLETADA
367,4307,2025-04-22 00:35:34,PENDIENTE
368,4515,2025-09-19 16:32:07,PENDIENTE
369,934,2025-03-24 23:13:37,COMPLETADA
370,626,2025-12-03 15:37:01,COMPLETADA
371,1076,2025-11-09 14:14:43,CANCELADA
372,3929,2025-11-30 21:42:34,COMPLETADA
373,2971,2025-08-08 17:23:45,COMPLETADA
374,3621,2025-05-16 17:39:45,CANCELADA
375,4896,2025-12-11 00:11:37,COMPLETADA
376,2803,2025-10-27 11:41:30,COMPLETADA
377,2496,2025-03-26 09:08:28,COMPLETADA
378,972,2025-02-22 05:00:23,COMPLETADA
379,1167,2025-03-06 01:48:38,PENDIENTE
380,2519,2025-11-11 23:59:44,COMPLETADA
381,1067,2025-09-09 00:21:39,CANCELADA
382,3481,2025-12-11 07:36:00,PENDIENTE
383,916,2025-01-22 13:01:51,COMPLETADA
384,3968,2025-05-06 17:00:36,PENDIENTE
385,349,2025-05-08 07:33:33,COMPLETADA
386,269,2025-02-14 20:50:23,PENDIENTE
387,4207,2025-03-07 14:05:32,COMPLETADA
388,3843,2025-07-29 14:38:13,COMPLETADA
389,2073,2025-12-02 17:41:39,COMPLETADA
390,2472,2025-05-20 16:01:25,PENDIENTE
391,791,2025-04-14 22:03:15,PENDIENTE
392,4930,2025-09-06 12:24:42,COMPLETADA
393,1639,2025-08-08 09:26:56,COMPLETADA
394,2880,2025-04-08 08:48:47,COMPLETADA
395,1193,2025-08-30 03:38:32,PENDIENTE
396,2273,2025-07-13 03:00:53,CANCELADA
397,2850,2025-03-26 19:03:17,COMPLETADA
398,4102,2025-03-26 00:48:21,PENDIENTE
399,1982,2025-05-08 00:07:55,COMPLETADA
400,560,2025-03-12 03:39:04,COMPLETADA
401,4737,2025-07-28 08:15:16,PENDIENTE
402,4333,2025-04-05 15:26:05,COMPLETADA
403,1570,2025-05-10 11:45:20,CANCELADA
404,1408,2025-11-23 03:26:43,CANCELADA
405,4401,2025-07-28 04:57:55,COMPLETADA
406,809,2025-03-30 12:19:47,CANCELADA
407,4131,2025-02-24 19:47:02,CANCELADA
408,3889,2025-12-31 06:41:36,COMPLETADA
409,4829,2025-01-22 00:41:15,COMPLETADA
410,880,2025-03-14 19:28:35,COMPLETADA
411,2907,2025-03-28 06:50:22,CANCELADA
412,3475,2025-10-10 06:43:33,COMPLETADA
413,1865,2025-10-09 05:27:58,COMPLETADA
414,2575,2025-01-12 06:10:01,COMPLETADA
415,904,2025-07-17 09:01:54,COMPLETADA
416,4062,2025-05-15 06:27:15,PENDIENTE
417,2362,2025-07-30 12:22:19,COMPLETADA
418,333,2025-09-06 16:18:39,COMPLETADA
419,4045,2025-03-24 23:54:09,COMPLETADA
420,2324,2025-03-11 07:48:34,COMPLETADA
421,2556,2025-04-06 17:48:19,PENDIENTE
422,3637,2025-03-16 00:51:41,COMPLETADA
423,3337,2025-02-22 20:10:26,COMPLETADA
424,3506,2025-09-27 02:00:00,COMPLETADA
425,571,2025-04-22 09:36:50,CANCELADA
426,3897,2025-11-10 11:26:31,CANCELADA
427,3011,2025-04-18 21:37:00,COMPLETADA
428,4028,2025-07-08 05:44:36,PENDIENTE
429,3248,2025-04-27 10:57:38,COMPLETADA
430,697,2025-10-28 08:15:29,COMPLETADA
431,3235,2025-05-29 00:29:47,COMPLETADA
432,4838,2025-01-23 17:50:45,CANCELADA
433,1383,2025-07-09 13:54:38,COMPLETADA
434,1631,2025-08-25 07:14:53,COMPLETADA
435,4874,2025-01-05 10:25:00,PENDIENTE
436,3312,2025-12-23 06:12:32,COMPLETADA
437,3480,2025-08-01 12:00:18,PENDIENTE
438,2282,2025-12-09 14:38:56,PENDIENTE
439,4768,2025-12-19 10:30:45,COMPLETADA
440,3279,2025-12-11 20:31:57,COMPLETADA
441,4942,2025-11-17 02:42:44,CANCELADA
442,3970,2025-01-24 20:47:54,COMPLETADA
443,1208,2025-03-22 09:32:03,PENDIENTE
444,886,2025-01-11 18:13:23,COMPLETADA
445,4009,2025-07-21 00:24:17,COMPLETADA
446,1103,2026-01-01 14:39:41,COMPLETADA
447,433,2025-09-20 17:05:24,PENDIENTE
448,4081,2025-11-02 05:50:21,PENDIENTE
449,1468,2025-10-11 02:31:18,COMPLETADA
450,2679,2025-12-10 13:02:17,COMPLETADA
451,790,2025-04-08 23:09:54,PENDIENTE
452,4260,2025-09-21 22:46:40,PENDIENTE
453,3818,2025-10-26 10:39:46,COMPLETADA
454,4079,2025-12-05 05:34:23,COMPLETADA
455,2144,2025-11-15 05:03:46,COMPLETADA
456,4429,2025-06-16 17:01:52,COMPLETADA
457,259,2025-02-02 08:45:10,CANCELADA
458,976,2025-03-15 05:52:18,COMPLETADA
459,2577,2025-07-15 13:57:37,CANCELADA
460,3626,2025-12-31 02:41:19,COMPLETADA
461,270,2025-03-17 19:49:45,COMPLETADA
462,2483,2025-06-17 02:57:14,CANCELADA
463,1345,2025-05-03 21:49:36,COMPLETADA
464,1102,2025-08-12 17:20:54,COMPLETADA
465,3188,2025-06-27 22:41:14,COMPLETADA
466,897,2025-09-19 17:31:07,COMPLETADA
467,4019,2025-10-31 12:07:33,PENDIENTE
468,4419,2025-10-18 16:52:37,COMPLETADA
469,3899,2025-06-20 01:36:15,COMPLETADA
470,1281,2025-05-19 17:25:44,COMPLETADA
471,3207,2025-03-27 13:57:46,COMPLETADA
472,4842,2025-09-27 04:59:12,CANCELADA
473,2890,2025-02-08 18:52:45,PENDIENTE
474,2331,2025-09-04 22:45:15,COMPLETADA
475,231,2025-12-18 12:12:30,COMPLETADA
476,1051,2025-02-06 15:49:22,PENDIENTE
477,2858,2025-06-07 14:15:54,PENDIENTE
478,4784,2025-02-25 21:31:25,COMPLETADA
479,2796,2025-12-23 22:17:10,COMPLETADA
480,3508,2025-07-07 16:28:15,COMPLETADA
481,2928,2025-02-04 07:53:11,COMPLETADA
482,463,2025-05-31 13:26:20,PENDIENTE
483,2029,2025-07-11 20:42:11,COMPLETADA
484,2557,2025-07-31 17:56:00,COMPLETADA
485,537,2025-03-16 05:04:19,CANCELADA
486,938,2025-10-24 08:14:18,COMPLETADA
487,162,2025-09-17 18:19:21,COMPLETADA
488,307,2025-04-03 08:43:43,COMPLETADA
489,3461,2025-07-27 02:45:14,COMPLETADA
490,3451,2025-05-21 13:45:50,COMPLETADA
491,3848,2025-11-25 00:28:38,COMPLETADA
492,2593,2025-02-20 18:33:12,COMPLETADA
493,3198,2025-12-14 11:37:19,COMPLETADA
494,801,2025-06-18 21:55:56,PENDIENTE
495,820,2025-06-19 16:02:53,PENDIENTE
496,1687,2025-10-10 10:20:07,COMPLETADA
497,4119,2025-06-28 08:04:31,PENDIENTE
498,2782,2025-11-10 06:24:06,COMPLETADA
499,2454,2025-11-11 18:17:59,COMPLETADA
500,3572,2025-01-25 08:10:25,COMPLETADA
501,618,2025-12-17 14:41:46,PENDIENTE
502,4390,2025-03-07 05:55:15,COMPLETADA
503,2173,2025-07-23 04:55:25,COMPLETADA
504,4699,2025-09-24 07:46:53,COMPLETADA
505,1851,2025-06-25 15:51:30,COMPLETADA
506,754,2025-04-30 09:20:30,PENDIENTE
507,4737,2025-12-14 09:56:38,COMPLETADA
508,2760,2025-08-13 17:40:28,COMPLETADA
509,4641,2025-05-16 04:05:47,PENDIENTE
510,3894,2025-02-28 01:59:24,COMPLETADA
511,2846,2025-12-26 17:39:10,PENDIENTE
512,2473,2025-05-29 02:08:30,COMPLETADA
513,2457,2025-10-16 01:16:10,COMPLETADA
514,4424,2025-07-06 19:04:25,COMPLETADA
515,3395,2025-01-13 00:38:21,COMPLETADA
516,4222,2025-05-16 01:51:31,COMPLETADA
517,4486,2025-02-06 05:02:35,COMPLETADA
518,153,2025-09-24 01:14:10,COMPLETADA
519,4229,2025-03-21 16:37:58,CANCELADA
520,4726,2025-05-19 09:24:34,COMPLETADA
521,3829,2025-01-25 20:18:24,COMPLETADA
522,4365,2025-03-17 12:24:46,PENDIENTE
523,3554,2025-06-06 00:26:39,CANCELADA
524,491,2025-11-04 04:39:05,COMPLETADA
525,2985,2025-01-04 18:46:41,COMPLETADA
526,1970,2025-12-27 15:14:56,COMPLETADA
527,2460,2025-07-30 10:21:09,PENDIENTE
528,3361,2025-04-30 18:25:52,COMPLETADA
529,528,2026-01-01 06:56:59,COMPLETADA
530,3379,2025-12-29 11:38:51,COMPLETADA
531,2352,2025-10-26 14:45:34,COMPLETADA
532,2101,2025-02-14 04:11:36,PENDIENTE
533,1935,2025-12-06 14:59:54,COMPLETADA
534,931,2025-09-11 10:37:07,COMPLETADA
535,227,2025-06-28 22:11:08,COMPLETADA
536,2544,2025-09-14 12:28:15,COMPLETADA
537,4587,2025-11-03 09:41:31,CANCELADA
538,3458,2025-10-22 20:30:05,COMPLETADA
539,304,2025-10-18 06:51:09,COMPLETADA
540,2235,2025-01-10 16:01:17,COMPLETADA
541,2117,2025-02-08 00:47:50,PENDIENTE
542,2276,2025-11-02 19:39:43,PENDIENTE
543,1442,2025-05-04 07:01:13,COMPLETADA
544,346,2025-05-24 09:10:04,CANCELADA
